run_id,date,start_time,end_time,firmware_commit,power_source,temperature_interval_s,motion_threshold_mg,motion_confirm_ms,still_confirm_ms,shock_threshold_mg,shock_max_ms,shock_cooldown_ms,rtc_synced,reference_device,planned_events,observed_notes,raw_csv_file
development-accumulated-20260808-0810,2026-08-08,2026-08-08 15:58:51,2026-08-10 00:59:47,"4a9d613 final snapshot; accumulated Flash may include earlier runtime sessions",mixed_or_undocumented,"60 at final snapshot; historical sessions not independently documented",150,1000,1500,2200,200,800,yes,none,none,"Unlabeled development and bench handling; not an accuracy or real-transport trial",2026-08-10-serial-transport-log-raw.csv
